Territorio;Sexo;Medida;Valor;
Rute;Población;Mujeres;4886;
E. singular Arroyo Tijeras;Población;Ambos sexos;15;
E. singular Arroyo Tijeras;Población;Hombres;8;
E. singular Arroyo Tijeras;Población;Mujeres;7;
Diseminado de Arroyo Tijeras;Población;Ambos sexos;15;
Diseminado de Arroyo Tijeras;Población;Hombres;8;
Diseminado de Arroyo Tijeras;Población;Mujeres;7;
E. singular Burbunera;Población;Ambos sexos;52;
E. singular Burbunera;Población;Hombres;31;
E. singular Burbunera;Población;Mujeres;21;
Diseminado de Burbunera;Población;Ambos sexos;52;
Diseminado de Burbunera;Población;Hombres;31;
Diseminado de Burbunera;Población;Mujeres;21;
E. singular Cañada de Zambra;Población;Ambos sexos;5;
E. singular Cañada de Zambra;Población;Hombres;4;
E. singular Cañada de Zambra;Población;Mujeres;1;
Diseminado de Cañada de Zambra;Población;Ambos sexos;5;
Diseminado de Cañada de Zambra;Población;Hombres;4;
Diseminado de Cañada de Zambra;Población;Mujeres;1;
E. singular Cerrillo Zambra;Población;Ambos sexos;33;
E. singular Cerrillo Zambra;Población;Hombres;16;
E. singular Cerrillo Zambra;Población;Mujeres;17;
Diseminado de Cerrillo Zambra;Población;Ambos sexos;33;
Diseminado de Cerrillo Zambra;Población;Hombres;16;
Diseminado de Cerrillo Zambra;Población;Mujeres;17;
E. singular El Nacimiento;Población;Ambos sexos;163;
E. singular El Nacimiento;Población;Hombres;74;
E. singular El Nacimiento;Población;Mujeres;89;
Núcleo El Nacimiento;Población;Ambos sexos;163;
Núcleo El Nacimiento;Población;Hombres;74;
Núcleo El Nacimiento;Población;Mujeres;89;
E. singular El Vadillo;Población;Ambos sexos;30;
E. singular El Vadillo;Población;Hombres;18;
E. singular El Vadillo;Población;Mujeres;12;
Diseminado de El Vadillo;Población;Ambos sexos;30;
Diseminado de El Vadillo;Población;Hombres;18;
Diseminado de El Vadillo;Población;Mujeres;12;
E. singular Fuente de las Cañas;Población;Ambos sexos;5;
E. singular Fuente de las Cañas;Población;Hombres;3;
E. singular Fuente de las Cañas;Población;Mujeres;2;
Diseminado de Fuente de las Cañas;Población;Ambos sexos;5;
Diseminado de Fuente de las Cañas;Población;Hombres;3;
Diseminado de Fuente de las Cañas;Población;Mujeres;2;
E. singular Granadilla;Población;Ambos sexos;11;
E. singular Granadilla;Población;Hombres;6;
E. singular Granadilla;Población;Mujeres;5;
Diseminado de Granadilla;Población;Ambos sexos;11;
Diseminado de Granadilla;Población;Hombres;6;
Diseminado de Granadilla;Población;Mujeres;5;
E. singular Isla Alta;Población;Ambos sexos;11;
E. singular Isla Alta;Población;Hombres;7;
E. singular Isla Alta;Población;Mujeres;4;
Diseminado de Isla Alta;Población;Ambos sexos;11;
Diseminado de Isla Alta;Población;Hombres;7;
Diseminado de Isla Alta;Población;Mujeres;4;
E. singular Isla Baja;Población;Ambos sexos;2;
E. singular Isla Baja;Población;Hombres;1;
E. singular Isla Baja;Población;Mujeres;1;
Diseminado de Isla Baja;Población;Ambos sexos;2;
Diseminado de Isla Baja;Población;Hombres;1;
Diseminado de Isla Baja;Población;Mujeres;1;
E. singular La Hoz;Población;Ambos sexos;46;
E. singular La Hoz;Población;Hombres;23;
E. singular La Hoz;Población;Mujeres;23;
Diseminado de La Hoz;Población;Ambos sexos;46;
Diseminado de La Hoz;Población;Hombres;23;
Diseminado de La Hoz;Población;Mujeres;23;
E. singular Las Piedras;Población;Ambos sexos;35;
E. singular Las Piedras;Población;Hombres;19;
E. singular Las Piedras;Población;Mujeres;16;
Núcleo Las Piedras;Población;Ambos sexos;35;
Núcleo Las Piedras;Población;Hombres;19;
Núcleo Las Piedras;Población;Mujeres;16;
E. singular Las Víboras;Población;Ambos sexos;3;
E. singular Las Víboras;Población;Hombres;3;
E. singular Las Víboras;Población;Mujeres;-;
Diseminado de Las Víboras;Población;Ambos sexos;3;
Diseminado de Las Víboras;Población;Hombres;3;
Diseminado de Las Víboras;Población;Mujeres;-;
E. singular Llanos de Don Juan;Población;Ambos sexos;364;
E. singular Llanos de Don Juan;Población;Hombres;178;
E. singular Llanos de Don Juan;Población;Mujeres;186;
Núcleo Llanos de Don Juan;Población;Ambos sexos;364;
Núcleo Llanos de Don Juan;Población;Hombres;178;
Núcleo Llanos de Don Juan;Población;Mujeres;186;
E. singular Los Molares;Población;Ambos sexos;25;
E. singular Los Molares;Población;Hombres;15;
E. singular Los Molares;Población;Mujeres;10;
Diseminado de Los Molares;Población;Ambos sexos;25;
Diseminado de Los Molares;Población;Hombres;15;
Diseminado de Los Molares;Población;Mujeres;10;
E. singular Los Pérez;Población;Ambos sexos;17;
E. singular Los Pérez;Población;Hombres;9;
E. singular Los Pérez;Población;Mujeres;8;
Diseminado de Los Pérez;Población;Ambos sexos;17;
Diseminado de Los Pérez;Población;Hombres;9;
Diseminado de Los Pérez;Población;Mujeres;8;
E. singular Palomares;Población;Ambos sexos;37;
E. singular Palomares;Población;Hombres;15;
E. singular Palomares;Población;Mujeres;22;
Núcleo Palomares;Población;Ambos sexos;37;
Núcleo Palomares;Población;Hombres;15;
Núcleo Palomares;Población;Mujeres;22;
E. singular Pantano;Población;Ambos sexos;9;
E. singular Pantano;Población;Hombres;5;
E. singular Pantano;Población;Mujeres;4;
Diseminado de Pantano;Población;Ambos sexos;9;
Diseminado de Pantano;Población;Hombres;5;
Diseminado de Pantano;Población;Mujeres;4;
E. singular Río Anzur;Población;Ambos sexos;24;
E. singular Río Anzur;Población;Hombres;17;
E. singular Río Anzur;Población;Mujeres;7;
Diseminado de Río Anzur;Población;Ambos sexos;24;
Diseminado de Río Anzur;Población;Hombres;17;
Diseminado de Río Anzur;Población;Mujeres;7;
E. singular Rute;Población;Ambos sexos;8382;
E. singular Rute;Población;Hombres;4175;
E. singular Rute;Población;Mujeres;4207;
Núcleo Rute;Población;Ambos sexos;8335;
Núcleo Rute;Población;Hombres;4153;
Núcleo Rute;Población;Mujeres;4182;
Diseminado de Rute;Población;Ambos sexos;47;
Diseminado de Rute;Población;Hombres;22;
Diseminado de Rute;Población;Mujeres;25;
E. singular Zambra;Población;Ambos sexos;484;
E. singular Zambra;Población;Hombres;240;
E. singular Zambra;Población;Mujeres;244;
Núcleo Zambra;Población;Ambos sexos;484;
Núcleo Zambra;Población;Hombres;240;
Núcleo Zambra;Población;Mujeres;244;
San Sebastián de los Ballesteros;Población;Ambos sexos;854;
San Sebastián de los Ballesteros;Población;Hombres;424;
San Sebastián de los Ballesteros;Población;Mujeres;430;
E. singular San Sebastián de los Ballesteros;Población;Ambos sexos;854;
E. singular San Sebastián de los Ballesteros;Población;Hombres;424;
E. singular San Sebastián de los Ballesteros;Población;Mujeres;430;
Núcleo San Sebastián de los Ballesteros;Población;Ambos sexos;853;
Núcleo San Sebastián de los Ballesteros;Población;Hombres;424;
Núcleo San Sebastián de los Ballesteros;Población;Mujeres;429;
Diseminado de San Sebastián de los Ballesteros;Población;Ambos sexos;1;
Diseminado de San Sebastián de los Ballesteros;Población;Hombres;-;
Diseminado de San Sebastián de los Ballesteros;Población;Mujeres;1;
Santa Eufemia;Población;Ambos sexos;710;
Santa Eufemia;Población;Hombres;349;
Santa Eufemia;Población;Mujeres;361;
E. singular Santa Eufemia;Población;Ambos sexos;710;
E. singular Santa Eufemia;Población;Hombres;349;
E. singular Santa Eufemia;Población;Mujeres;361;
Núcleo Santa Eufemia;Población;Ambos sexos;661;
Núcleo Santa Eufemia;Población;Hombres;324;
Núcleo Santa Eufemia;Población;Mujeres;337;
Diseminado de Santa Eufemia;Población;Ambos sexos;49;
Diseminado de Santa Eufemia;Población;Hombres;25;
Diseminado de Santa Eufemia;Población;Mujeres;24;
Santaella;Población;Ambos sexos;4679;
Santaella;Población;Hombres;2354;
Santaella;Población;Mujeres;2325;
E. singular El Fontanar;Población;Ambos sexos;239;
E. singular El Fontanar;Población;Hombres;124;
E. singular El Fontanar;Población;Mujeres;115;
Núcleo El Fontanar;Población;Ambos sexos;237;
Núcleo El Fontanar;Población;Hombres;123;
Núcleo El Fontanar;Población;Mujeres;114;
Diseminado de El Fontanar;Población;Ambos sexos;2;
Diseminado de El Fontanar;Población;Hombres;1;
Diseminado de El Fontanar;Población;Mujeres;1;
E. singular Huertas Bocas del Salado;Población;Ambos sexos;36;
E. singular Huertas Bocas del Salado;Población;Hombres;20;
E. singular Huertas Bocas del Salado;Población;Mujeres;16;
Diseminado de Huertas Bocas del Salado;Población;Ambos sexos;36;
Diseminado de Huertas Bocas del Salado;Población;Hombres;20;
Diseminado de Huertas Bocas del Salado;Población;Mujeres;16;
E. singular Huertas del Ingeniero;Población;Ambos sexos;5;
E. singular Huertas del Ingeniero;Población;Hombres;4;
E. singular Huertas del Ingeniero;Población;Mujeres;1;
Diseminado de Huertas del Ingeniero;Población;Ambos sexos;5;
Diseminado de Huertas del Ingeniero;Población;Hombres;4;
Diseminado de Huertas del Ingeniero;Población;Mujeres;1;
E. singular Huertas del Sol;Población;Ambos sexos;3;
E. singular Huertas del Sol;Población;Hombres;2;
E. singular Huertas del Sol;Población;Mujeres;1;
Diseminado de Huertas del Sol;Población;Ambos sexos;3;
Diseminado de Huertas del Sol;Población;Hombres;2;
Diseminado de Huertas del Sol;Población;Mujeres;1;
E. singular La Montiela;Población;Ambos sexos;924;
E. singular La Montiela;Población;Hombres;467;
E. singular La Montiela;Población;Mujeres;457;
Núcleo La Montiela;Población;Ambos sexos;920;
Núcleo La Montiela;Población;Hombres;464;
Núcleo La Montiela;Población;Mujeres;456;
Diseminado de La Montiela;Población;Ambos sexos;4;
Diseminado de La Montiela;Población;Hombres;3;
Diseminado de La Montiela;Población;Mujeres;1;
E. singular Santaella;Población;Ambos sexos;3472;
E. singular Santaella;Población;Hombres;1737;
E. singular Santaella;Población;Mujeres;1735;
Núcleo Santaella;Población;Ambos sexos;3394;
Núcleo Santaella;Población;Hombres;1698;
Núcleo Santaella;Población;Mujeres;1696;
Diseminado de Santaella;Población;Ambos sexos;78;
Diseminado de Santaella;Población;Hombres;39;
Diseminado de Santaella;Población;Mujeres;39;
Torrecampo;Población;Ambos sexos;1000;
Torrecampo;Población;Hombres;499;
Torrecampo;Población;Mujeres;501;
E. singular Torrecampo;Población;Ambos sexos;1000;
E. singular Torrecampo;Población;Hombres;499;
E. singular Torrecampo;Población;Mujeres;501;
Núcleo Torrecampo;Población;Ambos sexos;977;
Núcleo Torrecampo;Población;Hombres;486;
Núcleo Torrecampo;Población;Mujeres;491;
Diseminado de Torrecampo;Población;Ambos sexos;23;
Diseminado de Torrecampo;Población;Hombres;13;
Diseminado de Torrecampo;Población;Mujeres;10;
Valenzuela;Población;Ambos sexos;1041;
Valenzuela;Población;Hombres;526;
Valenzuela;Población;Mujeres;515;
E. singular Valenzuela;Población;Ambos sexos;1041;
E. singular Valenzuela;Población;Hombres;526;
E. singular Valenzuela;Población;Mujeres;515;
Núcleo Valenzuela;Población;Ambos sexos;939;
Núcleo Valenzuela;Población;Hombres;470;
Núcleo Valenzuela;Población;Mujeres;469;
Diseminado de Valenzuela;Población;Ambos sexos;102;
Diseminado de Valenzuela;Población;Hombres;56;
Diseminado de Valenzuela;Población;Mujeres;46;
Valsequillo;Población;Ambos sexos;361;
Valsequillo;Población;Hombres;175;
Valsequillo;Población;Mujeres;186;
E. singular Valsequillo;Población;Ambos sexos;361;
E. singular Valsequillo;Población;Hombres;175;
E. singular Valsequillo;Población;Mujeres;186;
Núcleo Valsequillo;Población;Ambos sexos;350;
Núcleo Valsequillo;Población;Hombres;167;
Núcleo Valsequillo;Población;Mujeres;183;
Diseminado de Valsequillo;Población;Ambos sexos;11;
Diseminado de Valsequillo;Población;Hombres;8;
Diseminado de Valsequillo;Población;Mujeres;3;
Villa del Río;Población;Ambos sexos;6872;
Villa del Río;Población;Hombres;3426;
Villa del Río;Población;Mujeres;3446;
E. singular Villa del Río;Población;Ambos sexos;6872;
E. singular Villa del Río;Población;Hombres;3426;
E. singular Villa del Río;Población;Mujeres;3446;
Núcleo Villa del Río;Población;Ambos sexos;6829;
Núcleo Villa del Río;Población;Hombres;3405;
Núcleo Villa del Río;Población;Mujeres;3424;
Diseminado de Villa del Río;Población;Ambos sexos;43;
Diseminado de Villa del Río;Población;Hombres;21;
Diseminado de Villa del Río;Población;Mujeres;22;
Villafranca de Córdoba;Población;Ambos sexos;4875;
Villafranca de Córdoba;Población;Hombres;2480;
Villafranca de Córdoba;Población;Mujeres;2395;
E. singular Villafranca de Córdoba;Población;Ambos sexos;4875;
E. singular Villafranca de Córdoba;Población;Hombres;2480;
E. singular Villafranca de Córdoba;Población;Mujeres;2395;
Núcleo Villafranca de Córdoba;Población;Ambos sexos;4594;
Núcleo Villafranca de Córdoba;Población;Hombres;2331;
Núcleo Villafranca de Córdoba;Población;Mujeres;2263;
Diseminado de Villafranca de Córdoba;Población;Ambos sexos;281;
Diseminado de Villafranca de Córdoba;Población;Hombres;149;
Diseminado de Villafranca de Córdoba;Población;Mujeres;132;
Villaharta;Población;Ambos sexos;626;
Villaharta;Población;Hombres;302;
Villaharta;Población;Mujeres;324;
E. singular Cerro Miguelito;Población;Ambos sexos;19;
E. singular Cerro Miguelito;Población;Hombres;6;
E. singular Cerro Miguelito;Población;Mujeres;13;
Núcleo Cerro Miguelito;Población;Ambos sexos;19;
Núcleo Cerro Miguelito;Población;Hombres;6;
Núcleo Cerro Miguelito;Población;Mujeres;13;
E. singular La Mimbre;Población;Ambos sexos;3;
E. singular La Mimbre;Población;Hombres;3;
E. singular La Mimbre;Población;Mujeres;-;
Diseminado de La Mimbre;Población;Ambos sexos;3;
Diseminado de La Mimbre;Población;Hombres;3;
Diseminado de La Mimbre;Población;Mujeres;-;
E. singular Solana del Peñón;Población;Ambos sexos;17;
E. singular Solana del Peñón;Población;Hombres;9;
E. singular Solana del Peñón;Población;Mujeres;8;
Núcleo Solana del Peñón;Población;Ambos sexos;17;
Núcleo Solana del Peñón;Población;Hombres;9;
Núcleo Solana del Peñón;Población;Mujeres;8;
E. singular Villaharta;Población;Ambos sexos;587;
E. singular Villaharta;Población;Hombres;284;
E. singular Villaharta;Población;Mujeres;303;
Núcleo Villaharta;Población;Ambos sexos;551;
Núcleo Villaharta;Población;Hombres;262;
Núcleo Villaharta;Población;Mujeres;289;
Diseminado de Villaharta;Población;Ambos sexos;36;
Diseminado de Villaharta;Población;Hombres;22;
Diseminado de Villaharta;Población;Mujeres;14;
Villanueva de Córdoba;Población;Ambos sexos;8371;
Villanueva de Córdoba;Población;Hombres;4142;
Villanueva de Córdoba;Población;Mujeres;4229;
E. singular Villanueva de Córdoba;Población;Ambos sexos;8371;
E. singular Villanueva de Córdoba;Población;Hombres;4142;
E. singular Villanueva de Córdoba;Población;Mujeres;4229;
Núcleo Villanueva de Córdoba;Población;Ambos sexos;8305;
Núcleo Villanueva de Córdoba;Población;Hombres;4102;
Núcleo Villanueva de Córdoba;Población;Mujeres;4203;
Diseminado de Villanueva de Córdoba;Población;Ambos sexos;66;
Diseminado de Villanueva de Córdoba;Población;Hombres;40;
Diseminado de Villanueva de Córdoba;Población;Mujeres;26;
Villanueva del Duque;Población;Ambos sexos;1406;
Villanueva del Duque;Población;Hombres;699;
Villanueva del Duque;Población;Mujeres;707;
E. singular Villanueva del Duque;Población;Ambos sexos;1406;
E. singular Villanueva del Duque;Población;Hombres;699;
E. singular Villanueva del Duque;Población;Mujeres;707;
Núcleo Villanueva del Duque;Población;Ambos sexos;1337;
Núcleo Villanueva del Duque;Población;Hombres;659;
Núcleo Villanueva del Duque;Población;Mujeres;678;
Diseminado de Villanueva del Duque;Población;Ambos sexos;69;
Diseminado de Villanueva del Duque;Población;Hombres;40;
Diseminado de Villanueva del Duque;Población;Mujeres;29;
Villanueva del Rey;Población;Ambos sexos;1013;
Villanueva del Rey;Población;Hombres;487;
Villanueva del Rey;Población;Mujeres;526;
E. singular Villanueva del Rey;Población;Ambos sexos;1013;
E. singular Villanueva del Rey;Población;Hombres;487;
E. singular Villanueva del Rey;Población;Mujeres;526;
Núcleo Villanueva del Rey;Población;Ambos sexos;977;
Núcleo Villanueva del Rey;Población;Hombres;466;
Núcleo Villanueva del Rey;Población;Mujeres;511;
Diseminado de Villanueva del Rey;Población;Ambos sexos;36;
Diseminado de Villanueva del Rey;Población;Hombres;21;
Diseminado de Villanueva del Rey;Población;Mujeres;15;
Villaralto;Población;Ambos sexos;1075;
Villaralto;Población;Hombres;550;
Villaralto;Población;Mujeres;525;
E. singular Villaralto;Población;Ambos sexos;1075;
E. singular Villaralto;Población;Hombres;550;
E. singular Villaralto;Población;Mujeres;525;
Núcleo Villaralto;Población;Ambos sexos;1034;
Núcleo Villaralto;Población;Hombres;531;
Núcleo Villaralto;Población;Mujeres;503;
Diseminado de Villaralto;Población;Ambos sexos;41;
Diseminado de Villaralto;Población;Hombres;19;
Diseminado de Villaralto;Población;Mujeres;22;
Villaviciosa de Córdoba;Población;Ambos sexos;3060;
Villaviciosa de Córdoba;Población;Hombres;1563;
Villaviciosa de Córdoba;Población;Mujeres;1497;
E. singular El Vacar;Población;Ambos sexos;57;
E. singular El Vacar;Población;Hombres;36;
E. singular El Vacar;Población;Mujeres;21;
Núcleo El Vacar;Población;Ambos sexos;57;
Núcleo El Vacar;Población;Hombres;36;
Núcleo El Vacar;Población;Mujeres;21;
E. singular Villaviciosa de Córdoba;Población;Ambos sexos;3003;
E. singular Villaviciosa de Córdoba;Población;Hombres;1527;
E. singular Villaviciosa de Córdoba;Población;Mujeres;1476;
